"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SKAP1",-1.39866363265411,7.45090630434783,-7.63338675262735,1.32783527116986e-13,3.74431094937579e-13,19.6086825482236
"FOXQ1",1.40852105276581,4.30591086956522,7.63082447489338,1.35147772701833e-13,3.80775302702082e-13,19.591313421953
"ARNT2",-1.3063981229757,9.92626,-7.6229221689263,1.42703776138071e-13,4.0158816758625e-13,19.5377738765771
"ADH1B",-3.05477270153785,7.5847452173913,-7.62163365842063,1.43974695392524e-13,4.05027714510838e-13,19.5290480655909
"PLIN4",-2.16116969982914,8.44687543478261,-7.61973027676861,1.4587253226991e-13,4.10227976503515e-13,19.5161604323565
"AQP7",-2.10587902884396,4.13388739130435,-7.61617115496011,1.49487690549676e-13,4.19897901881603e-13,19.492068626488
"ENTPD3",-1.35016482874705,6.10293195652174,-7.61491815240307,1.50781325618686e-13,4.23388669978897e-13,19.4835890921251
"MYCN",1.369065933029,4.46654543478261,7.60408176872057,1.62439469225556e-13,4.55586173590636e-13,19.4103004418576
"PTPN13",-1.13585218943665,9.68906391304348,-7.58970716043809,1.79284744422755e-13,5.01647578139337e-13,19.3132071760714
"PLXNC1",-1.14908160975237,8.21076739130435,-7.58852107793699,1.80749221739535e-13,5.05575231088564e-13,19.30520216107
"SLC25A18",-1.05489061997909,3.48598630434783,-7.58742971127774,1.82107164569714e-13,5.09202355644436e-13,19.2978372540765
"CYP24A1",1.74705920022444,2.615315,7.58277871953491,1.88007828648431e-13,5.25436726353694e-13,19.2664600424431
"C6orf142",1.19787442809417,1.51221434782609,7.58065783075158,1.90760757349607e-13,5.33040974357257e-13,19.2521567549701
"NBPF4",-2.34599376705518,4.64031565217391,-7.5783947536754,1.93742067960212e-13,5.41280727142029e-13,19.2368979812557
"FBXO27",1.02074733620668,7.07804217391304,7.57569493154211,1.97358851520284e-13,5.50922880271351e-13,19.2186990952864
"ANKRD29",-1.18711963734667,5.29089934782609,-7.57275354716861,2.01375006031856e-13,5.61756932165981e-13,19.1988776368056
"TNIK",-1.26437797811839,7.88099847826087,-7.57207890100371,2.02307461221764e-13,5.64263519063051e-13,19.1943321626483
"ADRA2C",-1.39479300706435,4.87158739130435,-7.5658587828282,2.11107495013893e-13,5.88216462999193e-13,19.1524385482472
"KRT17",2.45647648619012,9.54199239130435,7.55758743384855,2.23396266973362e-13,6.21728363009992e-13,19.0967710571779
"PCDHA3",-1.46031581699014,4.809225,-7.54488509919966,2.4365340409859e-13,6.76747228209069e-13,19.0113747198736
"NEFL",-1.48075224299304,2.99849869565217,-7.5437795282371,2.45499849649016e-13,6.81534450810749e-13,19.0039473909674
"FOXC2",1.20726012088445,3.61383869565217,7.53090658294302,2.68041193732464e-13,7.42624952332367e-13,18.9175282437261
"MMP2",-1.00545899875036,12.8327817391304,-7.51167899050549,3.05558000292758e-13,8.43897946036763e-13,18.7886634434236
"MIR155HG",1.00660359082911,3.91662652173913,7.50679110322539,3.15892237734721e-13,8.7214979855745e-13,18.7559454808244
"MRGPRF",-1.01929824028972,6.36255673913043,-7.50566287608611,3.18326087245869e-13,8.78577888832519e-13,18.7483958519622
"ATP6V0A4",2.10689540435083,4.77999369565217,7.50369748657362,3.22610096417705e-13,8.90106450736299e-13,18.7352463979419
"LOC96610",1.69721373339115,12.3951936956522,7.49910257235197,3.32848648450405e-13,9.17898825027303e-13,18.7045145952604
"GPC4",-1.02586097013594,9.82984891304348,-7.4937676527193,3.4513822960762e-13,9.51001844787349e-13,18.668851944817
"ACAN",1.42299832700009,5.95919173913043,7.48959698974803,3.55056218229396e-13,9.77844334878708e-13,18.6409858993119
"HSH2D",-1.33333327127593,7.40692891304348,-7.48064786045003,3.77294951868645e-13,1.03771702464368e-12,18.5812337879776
"TMEM52",1.1109294050139,4.60302326086957,7.47981288528364,3.79438561508903e-13,1.04326795497491e-12,18.5756616259576
"NLRP7",1.44641423325088,2.82515543478261,7.47306508794151,3.97208041055064e-13,1.09068346586737e-12,18.5306484394945
"XKR9",1.46956829461121,3.77445913043478,7.47118160969754,4.02312634281218e-13,1.10415342807842e-12,18.5180898201539
"THSD7A",-1.08490032898932,5.52879043478261,-7.46660466891238,4.14987925741093e-13,1.13800248588197e-12,18.4875821226677
"ZDHHC8P1",1.08165402310577,4.45311239130435,7.46203689150221,4.28029887480386e-13,1.17318684362932e-12,18.4571501139694
"FOSB",-1.68472107826886,8.81266391304348,-7.46089356402262,4.31357005625605e-13,1.18211142516635e-12,18.449535181557
"BMP2",1.15654456657571,5.00615869565217,7.45591684376966,4.46138702179762e-13,1.22181501057789e-12,18.4163992682114
"MMP16",-1.30069173446228,6.58872,-7.45111466595803,4.60874604255952e-13,1.26092624380451e-12,18.3844419319625
"ADAM22",-1.31141252709699,5.37011782608696,-7.42437567409489,5.52127701237356e-13,1.50687304388873e-12,18.2067960077583
"SALL1",-1.1372851623269,4.67572717391304,-7.41679228170856,5.81101296738254e-13,1.58361047784549e-12,18.1565055466763
"CNTN3",-1.34560195608376,5.04225456521739,-7.40903399226728,6.12292214972031e-13,1.66561099511764e-12,18.1050970560982
"USH1G",1.09995658616205,1.90235456521739,7.4079371524621,6.16832877168721e-13,1.67741445923967e-12,18.0978325186313
"CRHBP",-1.07265000892607,2.62229456521739,-7.40782031840085,6.17318493123339e-13,1.67846073947261e-12,18.0970587586791
"CPA6",-1.8204370610288,2.4001852173913,-7.40015951418641,6.49995746122932e-13,1.76557773677532e-12,18.0463443141426
"ADAMTS12",-1.19999887531561,7.89725282608696,-7.39935380150159,6.53529974390503e-13,1.77459836388022e-12,18.0410129049859
"CD7",1.25282394736172,5.50409869565217,7.38022915127353,7.4320335021643e-13,2.01317007123578e-12,17.914599141112
"AMZ1",-1.49571856621867,4.59168673913043,-7.36260778796225,8.36495760902112e-13,2.25962491256674e-12,17.7983504116582
"NPFFR2",-1.48059601897428,2.08134456521739,-7.36020181630903,8.50097155841385e-13,2.29487616372496e-12,17.782495146813
"C19orf59",1.09632807885543,1.8928802173913,7.35871282255283,8.58623553662529e-13,2.31751758847437e-12,17.7726847815174
"ATP8A2",-1.44712914998343,3.65714934782609,-7.35850554383923,8.59817147555316e-13,2.32036285036011e-12,17.7713192318551
"KLK14",1.72817041901508,2.53876282608696,7.35476753104399,8.81624675098376e-13,2.37767173316645e-12,17.7466984602743
"SIM2",1.41103960878326,6.44126586956522,7.35158435048543,9.006239927455e-13,2.42773096375913e-12,17.7257399305366
"NOTUM",1.31880427686109,2.62128586956522,7.3430033427321,9.53872438697596e-13,2.5693665392395e-12,17.6692770103313
"CAPN14",1.01117320394788,2.11049891304348,7.34220114342492,9.59006024305952e-13,2.58259592886406e-12,17.6640012121751
"EME2",-1.01161991277958,3.86744956521739,-7.33669920765493,9.94955587819179e-13,2.67854084797139e-12,17.6278290860115
"RASGEF1A",1.23320903572977,6.80963586956522,7.3363896305904,9.97017323541326e-13,2.68365711157031e-12,17.6257944282294
"ABCB1",-1.24431972660734,5.96958173913043,-7.32718842306992,1.06025374586242e-12,2.84972093864491e-12,17.5653515997717
"GDAP1",-1.10555825406136,8.46267369565217,-7.32431644874672,1.08078849518783e-12,2.90303802420105e-12,17.5464978557624
"TEKT2",-1.37424831807402,3.47609043478261,-7.32330310195762,1.08812702015724e-12,2.92214651474094e-12,17.539846900425
"ABI3BP",-1.48778151029049,8.12328173913044,-7.32328566522276,1.08825372306789e-12,2.92214651474094e-12,17.5397324633049
"FAM169A",-1.04783715028947,6.7238097826087,-7.31954810597766,1.11575039671446e-12,2.99404718615202e-12,17.5152078745549
"MRAP2",1.30302031827804,4.29696326086956,7.31755289975944,1.13070769202836e-12,3.03271695605285e-12,17.5021200680866
"HOXB4",-1.20898432837725,6.02066195652174,-7.31065391928687,1.18396399489857e-12,3.1724896739311e-12,17.4568871047736
"FAT4",-1.04357456581062,7.67295891304348,-7.29695987251654,1.29709378788106e-12,3.46558134719666e-12,17.3672025995964
"CTNND2",-1.95239652138432,6.63428695652174,-7.29310284728983,1.33083461676096e-12,3.55173825547753e-12,17.3419663737724
"CCDC80",-1.06954992731632,11.4128595652174,-7.28845723186717,1.37262243183458e-12,3.65798162487626e-12,17.3115845044655
"PLCXD3",-1.52762638290277,3.8217297826087,-7.27809822066199,1.47050961082416e-12,3.91070479848394e-12,17.2438928779639
"NPY1R",-2.42367908495067,9.34369173913043,-7.27297853195285,1.52139356064494e-12,4.04150524411427e-12,17.2104661491598
"ACSL6",1.35218489964551,3.6289397826087,7.27222615519745,1.52901594924392e-12,4.06110541028232e-12,17.2055554133416
"C18orf34",-1.18080794929995,2.72175760869565,-7.2707906693584,1.54366338875338e-12,4.0980470307684e-12,17.1961871679912
"EPHA10",-1.18289537629747,6.59685260869565,-7.26403652876407,1.61445615838963e-12,4.28188563525716e-12,17.1521281090379
"IRX1",1.70198386932239,5.946375,7.2618938627509,1.63757482524122e-12,4.34250917801019e-12,17.1381577219129
"SLC16A9",-1.20130288184439,5.7997002173913,-7.25618491574149,1.700775024131e-12,4.5065121658503e-12,17.1009508251562
"C1QTNF9",-1.01331398077071,2.2183097826087,-7.25561246981147,1.70724310526305e-12,4.52293030911912e-12,17.0972213081454
"SLC35F3",1.62424138889598,4.4967897826087,7.25132148380369,1.75650407194225e-12,4.64825505043241e-12,17.0692727417601
"CACNA1B",1.41708840376426,2.21105695652174,7.24502551716332,1.83132428193125e-12,4.84317165469422e-12,17.0282888837512
"FAM70A",-1.0151550024228,5.35618173913043,-7.23825431243009,1.91529396904029e-12,5.06041467844244e-12,16.9842430394166
"BMX",-1.36184189640663,3.7878352173913,-7.23519599252132,1.95445156439692e-12,5.15977693662777e-12,16.9643597891505
"SFTPA2",-1.56245353854787,2.80842369565217,-7.23454239588471,1.96292159174062e-12,5.18049409778967e-12,16.9601113867075
"FCHO1",1.1927597714927,5.66757434782609,7.23332547002941,1.97878821179992e-12,5.22071283404959e-12,16.952202137032
"TGM3",-1.54418405549464,2.51879347826087,-7.23156285956504,2.00199364699181e-12,5.27691656675808e-12,16.9407481593511
"ARMC3",-1.66455188084977,3.86938826086957,-7.23003822898477,2.02228184248454e-12,5.32954859976921e-12,16.9308424390514
"MMP10",-1.90684646910307,4.80047239130435,-7.22935791543,2.03139990142912e-12,5.35188321085823e-12,16.9264228910655
"TREM1",1.184943112902,4.80989826086957,7.22073665049954,2.15051314383019e-12,5.65852920830715e-12,16.8704449088202
"AQP6",1.27166979419041,2.16145847826087,7.20516019190698,2.38339525163061e-12,6.25448619888555e-12,16.7694416881849
"EIF3C",1.13918182652828,7.94614739130435,7.20091762449926,2.45101378914288e-12,6.42990216795482e-12,16.7419615182168
"SULT4A1",1.63945808829156,3.31988543478261,7.20027240811317,2.4614613444431e-12,6.45527451087993e-12,16.7377834209386
"CA14",-1.12870205554564,3.7219197826087,-7.19452694297132,2.55644712933377e-12,6.69593581490853e-12,16.7005918416121
"NLRP6",-1.16725169212722,2.15423413043478,-7.17564565009087,2.89471239524872e-12,7.56288495163113e-12,16.5785362233217
"VWA3A",-1.26630466705772,1.98080673913043,-7.17476175147996,2.91158333485055e-12,7.60576871144634e-12,16.5728286526469
"TNNI2",1.21489059957666,2.99841717391304,7.17221302232329,2.96077432635827e-12,7.73062683047255e-12,16.5563739685686
"RNF150",1.20688432327664,5.70224695652174,7.1646841705727,3.11090714964658e-12,8.11498588652125e-12,16.507794718725
"GJB1",-1.97237955930734,4.05875934782609,-7.15358891771209,3.34590202590578e-12,8.71023305867839e-12,16.4362779231865
"TNFRSF10C",-1.01832722705364,5.22314195652174,-7.14730336575025,3.48668792754167e-12,9.06538861160835e-12,16.3958024041015
"KRT7",1.62274227130143,11.7896339130435,7.12671356348636,3.98991785941295e-12,1.03511433084864e-11,16.2634147915539
"LPAR3",1.57182853025938,3.37569456521739,7.11989593289517,4.17179192370855e-12,1.08111848015123e-11,16.2196464423766
"LOC728264",-1.10979744459464,6.84175913043478,-7.11027177514023,4.44248843979122e-12,1.1498367963622e-11,16.1579176940175
"ICOS",1.41033782867053,4.21794304347826,7.10985109485946,4.4547068302124e-12,1.152819932422e-11,16.1552210040957
"DOC2B",-1.23275077911811,3.79090782608696,-7.10662034646125,4.54964989717568e-12,1.17665797775883e-11,16.1345151788924
"PCSK5",-1.06997044196782,6.34973695652174,-7.104858383193,4.60226502731636e-12,1.18989574354481e-11,16.1232259599214
"PHF21B",-1.58187870750556,2.34614782608696,-7.10422880951,4.62120987474293e-12,1.19460823855402e-11,16.1191927114375
"ALOX15B",-1.80780843385786,6.43538804347826,-7.09538524275041,4.89557303228653e-12,1.26278616117265e-11,16.0625683308494
"EPCAM",1.07337681517942,11.9256323913043,7.08859091787262,5.11718366824517e-12,1.31811046810526e-11,16.0191034789087
"NKX3.1",-1.34554914437276,7.28775543478261,-7.08164420737345,5.35395978999454e-12,1.37824707465206e-11,15.974698356974
"C8orf85",1.6370548443039,8.68355760869565,7.08026926554071,5.40208547342379e-12,1.39020572653529e-11,15.9659135290476
"ABCB5",-1.29408224222795,2.22352086956522,-7.07744460787997,5.50229257353763e-12,1.41533696743957e-11,15.9478704246916
"PPEF1",-1.10638941368494,5.17487413043478,-7.07622356245592,5.5461739524714e-12,1.42618350439073e-11,15.9400725272099
"MFAP5",-1.18546561679121,9.4351197826087,-7.06845505633378,5.83352503315128e-12,1.49731889806856e-11,15.8904862583802
"LOC100144604",-1.22505032516387,2.96719369565217,-7.06681275685563,5.8961212483903e-12,1.51289834345743e-11,15.8800090905159
"CNTN4",-1.32773907831987,6.67821956521739,-7.0612612845161,6.11264452988469e-12,1.56773127276944e-11,15.8446075683523
"ZNF385D",-1.24569786794523,4.92643195652174,-7.05705357622232,6.28194782987176e-12,1.61065657764354e-11,15.8177900870969
"RANBP17",1.05053929509577,6.27053239130435,7.0532871705265,6.43739983590617e-12,1.64924300645849e-11,15.7937961210533
"MAGED4",1.22454613756345,6.09473,7.05185294210002,6.4975842541038e-12,1.66389353629251e-11,15.7846620491048
"KCNB2",1.10206546122262,1.82424869565217,7.04249265028382,6.9041825057848e-12,1.76421371155189e-11,15.7250865306901
"SELP",-1.70297425977406,6.38188891304348,-7.04042148843977,6.99747582400314e-12,1.7864068381622e-11,15.7119128013819
"LEF1",-1.0057444008059,8.5095802173913,-7.03929692486753,7.04864862756305e-12,1.79919486367003e-11,15.7047612654474
"SNPH",-1.12111994338324,6.92639934782609,-7.03626428091103,7.18848884747514e-12,1.83376444001206e-11,15.6854800934207
"FAM84A",1.10118121190483,7.22639891304348,7.02812645369288,7.57735761839621e-12,1.93118748307724e-11,15.633773890089
"ABCA10",-1.31728734538778,3.88381673913043,-7.02748885188657,7.60868482287711e-12,1.93887466236869e-11,15.629724726995
"EBF3",-1.04203794343425,5.94338826086957,-7.01795473775316,8.09259405043484e-12,2.05871831523063e-11,15.5692125762656
"NNAT",-1.32751286883783,3.99602326086957,-7.00905904757587,8.5713168062209e-12,2.17684236348467e-11,15.5128122047836
"ADAM12",-1.05974634923874,10.7060819565217,-7.00671871545864,8.70181946662227e-12,2.20863752172963e-11,15.4979836442605
"CYP27B1",1.07549900538115,5.37223152173913,6.99507525503467,9.38068109206094e-12,2.37442247295245e-11,15.4242690306453
"SPOCK2",1.10139621534774,8.57355,6.9937052212495,9.4639051067418e-12,2.39439533185622e-11,15.415601872886
"CLDN19",-1.51551106577237,2.71118,-6.98682900162835,9.89269435869326e-12,2.49983954637291e-11,15.3721219988803
"XIRP1",1.5280531815052,3.86006065217391,6.98385196530681,1.00842076739761e-11,2.54603881082266e-11,15.3533082538116
"ATP13A5",1.86117085256689,3.31352804347826,6.98384437476287,1.00847006022429e-11,2.54603881082266e-11,15.3532602927237
"STK33",1.10981245313815,2.31351804347826,6.9792023600014,1.03906305683595e-11,2.62247979155925e-11,15.3239374707873
"AOX1",-1.28401136415802,6.86029826086957,-6.97643347180386,1.05774367883599e-11,2.66800891554203e-11,15.306454377902
"LOC440905",-1.65870023207774,5.75806434782609,-6.97592608972989,1.06120239525328e-11,2.67592178466655e-11,15.3032513146594
"PCDHGA2",-1.21145659381297,5.03089239130435,-6.96402172768686,1.14561808123823e-11,2.88310418508834e-11,15.2281540904549
"NOS1AP",-1.10534738721278,6.57132347826087,-6.95399772340455,1.22179065249457e-11,3.07062323780541e-11,15.1649993817824
"BATF2",1.17783190431257,6.31421391304348,6.92748813676014,1.44804474884242e-11,3.62665030414478e-11,14.9983350007094
"CYP2E1",-1.03189951799241,3.97746956521739,-6.91778466165248,1.54076195565667e-11,3.85306266037376e-11,14.9374588208166
"SPON1",-1.16141049960471,9.71721456521739,-6.91648884894056,1.55357685193688e-11,3.8827754304941e-11,14.9293345895805
"CNN1",-1.11023250363419,8.03680413043478,-6.91643389985168,1.5541225773198e-11,3.88355604243901e-11,14.9289901079088
"CD300LG",-1.86368542245799,4.22524934782609,-6.90994505480083,1.6199083423454e-11,4.04490918616859e-11,14.888326470589
"CHST1",-1.18539231848207,7.39358130434783,-6.90657828023491,1.65511194461017e-11,4.12971401384214e-11,14.867240119251
"ALDH3B2",-1.65209864578818,9.69807826086956,-6.89633687897346,1.76688279131639e-11,4.40331430994528e-11,14.8031488029095
"MYL3",-1.02295644589529,1.62497913043478,-6.89497586105467,1.78228379077798e-11,4.44036566530104e-11,14.7946372864485
"RGS4",-1.13629145392875,7.33954217391304,-6.88776222938265,1.86613992199414e-11,4.64233342831252e-11,14.749547567015
"FAM107A",1.42726439264493,6.74142673913043,6.88468607802315,1.90306695845284e-11,4.72924644394493e-11,14.7303313634142
"ADIPOQ",-2.8524727295912,7.25447695652174,-6.87375980952558,2.04012447820644e-11,5.06228322656653e-11,14.6621332339481
"KCNF1",-1.82520438907451,5.29026108695652,-6.86646912425737,2.13692370164824e-11,5.29379341900054e-11,14.6166762340801
"RGS6",1.26303406952131,3.45822326086957,6.86580101769992,2.14601662785644e-11,5.31552793800702e-11,14.6125125924652
"PCDH20",-1.45849200224428,4.09365717391304,-6.86291712635541,2.18570438812289e-11,5.41302589944409e-11,14.5945439597265
"TOX",1.23440828338987,5.40328608695652,6.8606549640145,2.21733971548073e-11,5.49055548595229e-11,14.580453429559
"DSG3",2.37012404937391,6.3693702173913,6.84950021595243,2.38002976723583e-11,5.88552464360294e-11,14.5110281990827
"WISP1",-1.0746949095917,7.83376456521739,-6.84598739284623,2.43364987948712e-11,6.01633249066492e-11,14.4891840521765
"KRT5",2.39356879192065,9.74612543478261,6.84567379326865,2.43849398265747e-11,6.02651713521763e-11,14.4872344079375
"TUSC5",-2.36540403713245,5.0602497826087,-6.8437987024411,2.46765630202105e-11,6.09768352622962e-11,14.4755785131661
"STMN2",-1.24689258116346,4.80255,-6.84048099196054,2.52009638893778e-11,6.22449219414052e-11,14.4549614181884
"RUFY4",1.22783948891893,2.8777447826087,6.83837582386271,2.55393682156006e-11,6.30713990958138e-11,14.441883596257
"CCL5",1.17163432200149,8.92074391304348,6.83584952126154,2.59513643529369e-11,6.40223428959037e-11,14.4261939164668
"PRF1",1.11063025426539,6.06072326086957,6.83426852295117,2.62125108484558e-11,6.46570086745188e-11,14.4163774833001
"EFHB",-1.05786248501697,2.62914847826087,-6.83395735262234,2.6264212521962e-11,6.47749364703495e-11,14.4144456419661
"DPT",-1.35294595904212,8.89276086956522,-6.83234113380813,2.65343661771194e-11,6.53927507682562e-11,14.4044128114282
"ATRNL1",-1.8981510928056,5.295275,-6.8265609883451,2.75230445997786e-11,6.77690828855158e-11,14.3685478571062
"SGPP2",1.39825309734514,4.54888391304348,6.82498824859844,2.77982603976256e-11,6.84366108916244e-11,14.358793524375
"ZNF750",1.09922677054909,6.77904934782609,6.8228903179177,2.81695905702943e-11,6.93097718600764e-11,14.3457847457138
"SNCG",-1.41989184922599,7.11449586956522,-6.8140330725564,2.97917335970815e-11,7.31495421359653e-11,14.2908990246072
"SHISA9",-1.95766536431105,5.77930043478261,-6.81335942468687,2.99187946926895e-11,7.34181896012909e-11,14.2867270109095
"CXCR2P1",1.62999337685854,3.63199326086957,6.80707797026797,3.11294864489355e-11,7.63440905689443e-11,14.2478411326603
"TIFAB",1.16032133074903,2.72968934782609,6.79865365984346,3.28289894957040e-11,8.03699257331934e-11,14.1957357299222
"GRB14",1.95159692943308,5.18003391304348,6.79067745640216,3.45218917936822e-11,8.43902276255138e-11,14.1464505370351
"RHOF",1.10891745428579,6.55389760869565,6.78883372514788,3.49252458728115e-11,8.53511662980735e-11,14.1350647998227
"ST6GAL2",-1.2510879957155,7.39103869565217,-6.78847669303393,3.50038870088727e-11,8.55307899893747e-11,14.1328602838375
"PCP4",1.41874404886385,2.12848413043478,6.78135590111805,3.66091483739777e-11,8.93613362099147e-11,14.0889123408252
"LAMC2",1.36281821427661,9.87637608695652,6.78083927255897,3.67283856246064e-11,8.96392397761001e-11,14.0857252925607
"HPGD",-1.54545926143175,5.80260586956522,-6.77997566463824,3.69285572035528e-11,9.01145610598501e-11,14.0803981946453
"CNTN1",-1.46582459258882,6.24571239130435,-6.77917673384264,3.71146910666518e-11,9.05422165883428e-11,14.0754705469233
"MYOM3",-1.00282177705237,4.06596934782609,-6.77697003887409,3.76336025164665e-11,9.17812026782945e-11,14.0618625562145
"GPR110",1.59544405396446,3.09036608695652,6.77098573066021,3.90769464037176e-11,9.52454062044619e-11,14.0249774702406
"FOXJ1",-1.96534934329653,4.16066673913044,-6.76860128445924,3.96670656185577e-11,9.66554359192854e-11,14.010288049054
"GABRB2",-1.16249278008723,4.27694956521739,-6.76331907726852,4.10056734858133e-11,9.9844074744503e-11,13.9777620121549
"KRT8",-1.0411446685879,13.9534852173913,-6.75521183812186,4.3146898351271e-11,1.04888880725369e-10,13.9278808551907
"CAPN6",2.08325244191682,5.6260402173913,6.74459875066187,4.61165191937975e-11,1.1196073524727e-10,13.8626561604388
"ABCC3",-1.01177681007881,8.176375,-6.7393744131898,4.7651113209639e-11,1.15618915690929e-10,13.8305799138365
"IGFN1",-1.11103788987785,1.72747804347826,-6.73844647652946,4.79288781634135e-11,1.16275919614988e-10,13.8248847254765
"NMUR1",1.02320473846625,3.19682826086957,6.7315404616889,5.00466223397244e-11,1.21236831523222e-10,13.7825194431522
"LRRK2",-1.00162400091811,7.37996934782609,-6.72530426444406,5.20377028281503e-11,1.25986814354783e-10,13.7442938225862
"FAM177B",-1.19429521307797,2.03965913043478,-6.70501123921015,5.90701371731966e-11,1.42722097075939e-10,13.6201063747731
"C6orf126",-1.33766697355335,3.15202369565217,-6.70298231295513,5.98225320399344e-11,1.44456092460384e-10,13.6077068905594
"PRSS16",1.34596881487339,7.19726869565217,6.70108869870444,6.05332286263117e-11,1.46129830892474e-10,13.5961371288708
"TMEM151A",1.17282315676724,1.77498782608696,6.67711368808918,7.02804437774534e-11,1.69071358169268e-10,13.4498851852263
"RNF43",-1.18970809721762,8.67799,-6.67092013635916,7.30391039225659e-11,1.75403476587025e-10,13.4121735191858
"MAT1A",1.5688515212568,3.63495,6.66741520973768,7.46470104189342e-11,1.79135600428478e-10,13.3908452841734
"TSPAN7",-1.03528057687895,7.69930413043478,-6.66609174840741,7.52631456190999e-11,1.80588138875533e-10,13.3827941377902
"TNFSF12.TNFSF13",1.60538892657674,5.84527304347826,6.6625413986752,7.69407558362489e-11,1.84533608693454e-10,13.3612024399997
"LCK",1.19965195480861,6.63924869565217,6.65979061105443,7.82657292249321e-11,1.87522207962976e-10,13.3444798514107
"CPAMD8",1.14381172885161,6.97928934782609,6.64901258036082,8.36762883631972e-11,2.0012273559904e-10,13.2790128945372
"VPREB3",1.17527872790799,2.92947086956522,6.64522930200785,8.56611648521409e-11,2.04710869329258e-10,13.2560535736841
"CD8B",1.26599343296525,5.33800326086957,6.64482289649164,8.5877110818747e-11,2.05168000577739e-10,13.2535878895839
"CR2",1.98772999158401,3.28916108695652,6.64131868678257,8.77613823252279e-11,2.09609502209243e-10,13.2323328215828
"FLJ12825",-1.19109423121064,3.83617456521739,-6.63950090348393,8.87547496169881e-11,2.11921227382219e-10,13.2213105534043
"SERPINB2",1.73425932773967,3.13735108695652,6.62007549181611,1.0008346256728e-10,2.38321238855114e-10,13.1036786166908
"LCN12",-1.20854286042183,3.57477760869565,-6.60901295933959,1.07156680357484e-10,2.54544919507284e-10,13.036815915678
"PDZK1P1",-1.43295719313459,4.21439239130435,-6.60697635636346,1.08511263229812e-10,2.57725866420793e-10,13.0245166217527
"DNASE2B",-1.29925980719697,2.26953717391304,-6.60488115419468,1.09922344292516e-10,2.60816741626618e-10,13.0118667103829
"PNMA2",-1.05836542296805,6.47130043478261,-6.60322159685555,1.11052784177648e-10,2.63423852988748e-10,13.0018493856215
"GNLY",1.24155570375661,5.09112630434783,6.59905832740186,1.13939091837991e-10,2.70154814503301e-10,12.9767284586052
"HAR1A",-1.16113986381373,2.81056173913043,-6.59615915793439,1.15992346595408e-10,2.74827373963775e-10,12.959242777297
"HIST1H2BD",-1.0030467547372,9.08038065217391,-6.58914017890167,1.21114783881545e-10,2.86841731253759e-10,12.9169357261486
"GPR1",-1.14985071281019,4.7589502173913,-6.57556132654499,1.31662045852957e-10,3.11024480833788e-10,12.8351947283038
"EGFL6",1.1540057254342,5.77066413043478,6.5739111516816,1.33003636494904e-10,3.14059956190606e-10,12.8252706396142
"TP53AIP1",-1.00761983627044,2.79466043478261,-6.5684843655742,1.37510818757315e-10,3.24564542428613e-10,12.7926487046408
"CDO1",-1.3169388793961,5.76710608695652,-6.56203249592634,1.43064504697351e-10,3.37529187319428e-10,12.7538937503582
"HBB",-1.39194580347353,6.52382456521739,-6.55578457745252,1.48651975626744e-10,3.5051280635242e-10,12.7163939727518
"GDF9",-1.13798470327205,4.4698247826087,-6.54729400762524,1.56589216822253e-10,3.6882467963354e-10,12.6654813621663
"LAMA3",-1.20707784295224,9.26291760869565,-6.52941580604732,1.74684982939067e-10,4.10733095394387e-10,12.5584560490739
"EPHA7",1.42925823620923,3.76423065217391,6.5233875472728,1.81236909467477e-10,4.25597258472878e-10,12.5224235114586
"KIF19",1.20681260615644,2.94030282608696,6.50078389312879,2.08019110475405e-10,4.87320568535934e-10,12.3875616487942
"TF",1.74749991583996,6.41988608695652,6.49685399025178,2.13055743309085e-10,4.9890903020872e-10,12.3641540979137
"PCOLCE2",1.78095692535259,5.46639565217391,6.49605265293858,2.14097324312787e-10,5.01188523658713e-10,12.3593825642148
"HIF3A",1.42051338910001,3.20509456521739,6.49445080973791,2.16194385540191e-10,5.05973920589139e-10,12.3498459152624
"HABP2",-1.39561785978425,2.45334413043478,-6.49231499005933,2.19021845177906e-10,5.12302994624734e-10,12.3371332563388
"PCDHGA10",-1.21307299737319,5.9846002173913,-6.49145272967912,2.20173570424719e-10,5.14924555427593e-10,12.3320019634208
"PNMT",-1.45153594399532,3.09967891304348,-6.4853866569355,2.28445496354589e-10,5.33895092603984e-10,12.2959189278858
"CDH4",1.03345392109358,1.50206760869565,6.47856202262788,2.38116146465953e-10,5.55949582881081e-10,12.255357286321
"CDHR3",-1.37142701282804,5.15976130434783,-6.47767040576115,2.39408848489101e-10,5.58889343274221e-10,12.2500606627686
"SP5",-1.54843106781261,3.47048304347826,-6.47672796150192,2.40782718121839e-10,5.62017734541648e-10,12.2444627606339
"LGR6",1.64362103746398,5.97383804347826,6.4765472597083,2.41047021530841e-10,5.62555741693296e-10,12.243389511045
"FLRT2",-1.00591807911046,7.91294043478261,-6.46985022793578,2.51045495960471e-10,5.8523354620093e-10,12.2036311481439
"STYK1",1.13158303027212,6.07013173913044,6.46344501214356,2.60987963918696e-10,6.07985401036973e-10,12.1656372799282
"UBD",1.64475566805234,8.44924673913044,6.4627756718619,2.62048944557703e-10,6.10286135401004e-10,12.1616687590107
"TEKT3",-1.01724503073118,3.71341586956522,-6.45665895635932,2.7194247313001e-10,6.32795798193731e-10,12.1254186029742
